Wavelength,400 nm,442 nm,500 nm,550 nm,600 nm,650 nm,700 nm,Large chequerboard (white),Large chequerboard (black),Printer paper (white),Printer paper (toner),dark skin,light skin,blue sky,foliage,blue flower,bluish green,orange,purplish blue,moderate red,purple,yellow green,orange yellow,blue,green,red,yellow,magenta,cyan,white 9.5 (.05 D),neutral 8 (.23 D),neutral 6.5 (.44 D),neutral 5 (.70 D),neutral 3.5 (1.05 D),black 2 (1.5 D),Small chequerboard (white),Small chequerboard (black)
2310,0.383086,2.761013,0.237619,3.9480865,1.89144,0.117908,0,0.228799,0.045643,0.588728,0.089217,0.283403,0.46769,0.345612,0.262351,0.457561,0.474226,0.406362,0.499713,0.43082,0.42965,0.429713,0.472012,0.518332,0.436097,0.423192,0.453428,0.446431,0.368027,0.473495,0.409776,0.275339,0.116877,0.076499,0.05862,0.197622,0.042388
2311,0,2.212771,0.007949,2.8027395,3.007788,0.187498,0.1621,0.2308945,0.0453485,0.585769,0.089071,0.283781,0.467858,0.346599,0.263897,0.456364,0.4746,0.4058,0.498867,0.431368,0.430031,0.431903,0.472733,0.5194,0.438048,0.423959,0.452044,0.445923,0.368182,0.474461,0.411472,0.275084,0.116852,0.075882,0.058823,0.1986705,0.041345
2312,0,3.266648,0.068461,9.697093,3.991146,0.248799,3.816905,0.2344825,0.0449475,0.581338,0.089076,0.285338,0.468559,0.347504,0.263195,0.458121,0.475271,0.406713,0.499515,0.432383,0.431009,0.433948,0.471228,0.521242,0.440233,0.42356,0.452628,0.446758,0.36983,0.47563,0.411297,0.27381,0.116789,0.074672,0.057974,0.201468,0.041076
2313,0,0,0,0,0,0,0,0.238858,0.0442815,0.576999,0.089318,0.286893,0.470941,0.347847,0.262479,0.460312,0.476737,0.407271,0.500948,0.433432,0.432248,0.435597,0.471015,0.522967,0.441637,0.422324,0.454459,0.448168,0.371864,0.477247,0.410991,0.273541,0.117426,0.074706,0.057415,0.204551,0.041529
2314,0,0,0,0,0,0,0,0.244432,0.0433565,0.575091,0.088625,0.28785,0.475807,0.349147,0.262409,0.463377,0.479881,0.407128,0.502322,0.435269,0.433118,0.435119,0.472801,0.523528,0.442954,0.419599,0.457383,0.450648,0.371741,0.47916,0.410936,0.275892,0.119731,0.077779,0.058064,0.208916,0.0433905
2315,0,0,0,0,0,0,0,0.2497395,0.0429095,0.573142,0.088545,0.288062,0.47927,0.351013,0.263165,0.466035,0.48186,0.406863,0.502776,0.436843,0.433509,0.434916,0.473447,0.523254,0.44469,0.418463,0.459157,0.452638,0.370741,0.479738,0.411415,0.278175,0.120839,0.079586,0.057931,0.213781,0.0446565
2316,0,0,0,0,0,0,0,0.2551775,0.0427305,0.57208,0.089379,0.286822,0.478635,0.352721,0.263623,0.466648,0.482899,0.406616,0.501593,0.43828,0.433534,0.436611,0.473486,0.522173,0.445795,0.420679,0.457911,0.452565,0.368846,0.477883,0.411911,0.279488,0.120727,0.076669,0.056211,0.2204405,0.0449565
2317,0,0,0,0,0,0,0,0.261019,0.0427925,0.571394,0.08998,0.286458,0.477493,0.353151,0.263112,0.46745,0.483919,0.406888,0.500753,0.439941,0.433638,0.43796,0.473818,0.521863,0.446823,0.422633,0.457019,0.452481,0.367565,0.476599,0.412139,0.280714,0.121624,0.07459,0.055374,0.2268255,0.045407
2318,0,0,0,0,0,0,0,0.2671985,0.0448945,0.570258,0.091859,0.287194,0.474144,0.349034,0.261372,0.468263,0.482601,0.40778,0.500834,0.439757,0.432414,0.43832,0.474169,0.523532,0.445676,0.42476,0.457129,0.45218,0.369334,0.479265,0.41267,0.280628,0.122918,0.074557,0.056155,0.231247,0.0463875
2319,0,0,0,0,0,0,0,0.273404,0.04683,0.569146,0.093116,0.287479,0.470742,0.345374,0.260021,0.468364,0.481641,0.408447,0.50084,0.439094,0.43109,0.438363,0.474294,0.524659,0.443969,0.426644,0.456601,0.452276,0.371816,0.482184,0.413092,0.280284,0.123617,0.074409,0.056445,0.2356075,0.047113
2320,0,0,0,0,0,0,0,0.2801985,0.0472695,0.567209,0.090618,0.287687,0.471734,0.345668,0.258563,0.466465,0.48239,0.40824,0.498968,0.437626,0.430239,0.436067,0.47394,0.523898,0.441919,0.427066,0.454795,0.453593,0.373596,0.483407,0.413029,0.280041,0.12251,0.07435,0.054466,0.241122,0.048262
2321,0,0,0,0,0,0,0,0.286411,0.047596,0.565185,0.088478,0.287602,0.473028,0.346263,0.256645,0.46492,0.483432,0.408214,0.49719,0.436209,0.429999,0.434556,0.473406,0.52296,0.44015,0.427231,0.453459,0.454674,0.374553,0.483909,0.413194,0.279965,0.121532,0.074288,0.052351,0.2468475,0.0496385
2322,0,0,0,0,0,0,0,0.2877225,0.04653,0.562312,0.088045,0.285891,0.471973,0.346216,0.257454,0.464907,0.483003,0.40907,0.49572,0.436192,0.431846,0.434722,0.472301,0.520884,0.439016,0.425966,0.452136,0.454272,0.372908,0.481502,0.41296,0.278452,0.118433,0.07369,0.052019,0.2512115,0.0500475
2323,88.342339,2.213483,55.227333,35.8916795,0.681963,0.129213,0,0.2889855,0.045607,0.559319,0.087646,0.28459,0.471306,0.346349,0.259343,0.464969,0.482419,0.409782,0.494194,0.436089,0.433237,0.434382,0.471595,0.519078,0.438516,0.424524,0.450767,0.453181,0.37149,0.479725,0.41256,0.277207,0.115194,0.072554,0.051969,0.255353,0.0503885
2324,15.749283,2.213483,11.864765,9.7043925,0.55618,0.129213,0,0.2902115,0.0459935,0.55805,0.087603,0.284319,0.470684,0.34598,0.261157,0.464839,0.483783,0.409082,0.49314,0.434817,0.432301,0.433747,0.47087,0.518973,0.441118,0.422732,0.449961,0.450134,0.373627,0.479099,0.411606,0.278655,0.115746,0.071032,0.053038,0.257304,0.0504665
2325,7.678203,3.015728,7.868154,8.2006885,0.541958,1.020851,0,0.2911715,0.0462995,0.556879,0.087301,0.284047,0.469706,0.345038,0.262002,0.464678,0.484651,0.408348,0.491728,0.433838,0.431287,0.43297,0.469725,0.519415,0.442972,0.421155,0.448858,0.447646,0.375931,0.478566,0.410561,0.27956,0.116853,0.070113,0.05441,0.258786,0.050636
2326,10.074585,9.508825,11.575389,14.5878975,0.426855,8.237463,0,0.2924855,0.0466845,0.555061,0.086435,0.283669,0.470573,0.344544,0.262076,0.466208,0.4834,0.408755,0.491216,0.434557,0.430645,0.433277,0.468975,0.520098,0.440245,0.420337,0.447363,0.448247,0.376735,0.479882,0.410105,0.279556,0.118162,0.071293,0.055352,0.258788,0.050567
2327,10.101862,12.990339,9.200354,14.1844465,0,14.288035,0,0.293725,0.046995,0.553368,0.085663,0.283041,0.471305,0.34442,0.262365,0.467756,0.482135,0.408994,0.491445,0.434808,0.429599,0.433508,0.468723,0.520357,0.437303,0.418966,0.446514,0.448658,0.377476,0.480894,0.409935,0.27969,0.118738,0.072396,0.056083,0.258501,0.050318
2328,3.81748,3.186279,1.097719,2.712643,0,3.879324,0.176741,0.292017,0.0458215,0.553334,0.086961,0.282206,0.470528,0.34507,0.261369,0.467218,0.480467,0.406816,0.492762,0.433002,0.426992,0.432144,0.471935,0.52105,0.4342,0.416003,0.447496,0.447832,0.377975,0.479705,0.410851,0.279066,0.11618,0.071331,0.056544,0.2559775,0.0497925
2329,2.340476,1.743911,0.069664,1.039474,0.013933,2.231595,0.271057,0.290136,0.044764,0.553593,0.088457,0.281523,0.470165,0.34573,0.260664,0.466209,0.47924,0.404581,0.494257,0.431532,0.424906,0.431123,0.475183,0.521439,0.431258,0.413748,0.448194,0.447305,0.37832,0.478721,0.411623,0.278366,0.114034,0.070076,0.056863,0.2536235,0.049206
2330,0.884246,0.563743,0.219235,0.766429,0.043847,0.976754,0.241138,0.288992,0.046436,0.554935,0.087039,0.281476,0.469122,0.345653,0.26074,0.465547,0.480325,0.404746,0.497689,0.432963,0.426024,0.432199,0.475317,0.518711,0.431521,0.415298,0.448126,0.448008,0.379146,0.479902,0.410538,0.277801,0.115371,0.069844,0.056184,0.2525765,0.048611
2331,0.547083,0.163373,0.239025,0.753005,0.075052,0.557577,0.216125,0.2878735,0.048174,0.556193,0.085263,0.281227,0.467357,0.345507,0.260222,0.465356,0.481056,0.405086,0.500381,0.434511,0.427136,0.433353,0.474985,0.516412,0.432067,0.416756,0.447999,0.448467,0.379925,0.480927,0.409048,0.277271,0.117025,0.069803,0.055362,0.251565,0.0481005
2332,1.293012,0.917156,0.245125,1.579818,0.418223,0.488211,0.400194,0.286663,0.0463605,0.5559,0.085501,0.280325,0.46627,0.345919,0.259899,0.463392,0.479465,0.404577,0.496956,0.435513,0.427513,0.434411,0.472294,0.518581,0.432596,0.417546,0.448454,0.447472,0.378773,0.480294,0.407599,0.276486,0.119548,0.070229,0.055477,0.2510235,0.0479995
2333,21.605734,25.016308,1.964833,25.151179,9.198635,0.01043,6.828529,0.2854805,0.044135,0.555348,0.086004,0.279795,0.465803,0.346387,0.260047,0.460904,0.47786,0.404555,0.493526,0.436445,0.427844,0.435378,0.46957,0.520981,0.433342,0.418644,0.449256,0.446507,0.377411,0.479777,0.406664,0.275743,0.121775,0.070601,0.056012,0.250353,0.047907
2334,43.964607,62.657585,28.079155,69.1844025,17.591534,10.461538,30.444105,0.28414,0.0436645,0.556029,0.085763,0.280944,0.466109,0.346417,0.259013,0.459957,0.477509,0.407522,0.492012,0.436435,0.426351,0.434815,0.468837,0.522892,0.43421,0.420045,0.451067,0.448051,0.374855,0.479671,0.40661,0.276856,0.11976,0.071552,0.056308,0.2488145,0.047808
2335,19.822111,32.326996,23.742672,39.2691985,8.13584,10.461538,19.974234,0.282517,0.043538,0.557181,0.085674,0.282129,0.466216,0.346463,0.257834,0.459349,0.477524,0.409984,0.490668,0.436406,0.424711,0.434135,0.468169,0.524377,0.434825,0.421186,0.45299,0.450251,0.37239,0.47927,0.40639,0.278293,0.117392,0.072923,0.05634,0.247295,0.0477215
2336,27.503895,42.421307,30.232769,44.856546,13.082086,24.910801,14.634845,0.2796475,0.0444105,0.556855,0.086297,0.284864,0.465485,0.350208,0.258591,0.460605,0.478422,0.410297,0.49196,0.437524,0.42793,0.437112,0.469067,0.524278,0.435732,0.422788,0.455391,0.452863,0.372174,0.478,0.406855,0.280921,0.116781,0.075812,0.05662,0.246139,0.0474705
2337,158.018951,201.645096,138.944199,171.243098,77.890572,203.504013,0,0.2768705,0.045307,0.556052,0.08638,0.287692,0.464791,0.354651,0.259297,0.462253,0.479135,0.410711,0.493575,0.438721,0.431829,0.440381,0.470293,0.524676,0.436794,0.424338,0.457492,0.454845,0.371674,0.476912,0.407365,0.283375,0.11656,0.078669,0.056802,0.2449005,0.0472445
2338,11.284434,12.658638,15.028382,18.0487605,4.334666,31.488281,0,0.273996,0.0442795,0.555618,0.0865,0.286322,0.465866,0.356264,0.260114,0.464395,0.480559,0.409658,0.496769,0.440081,0.431163,0.438818,0.470114,0.524995,0.439098,0.421528,0.457134,0.454558,0.370215,0.474145,0.407874,0.281071,0.117938,0.079298,0.054548,0.2409,0.04656
2339,0.912032,1.483418,5.503956,7.933283,0,17.14814,0,0.27087,0.043084,0.555237,0.08711,0.284436,0.46733,0.357128,0.261488,0.466403,0.482241,0.40878,0.500503,0.441446,0.42971,0.437167,0.469962,0.524849,0.441755,0.418449,0.456965,0.454452,0.369318,0.4711,0.408392,0.278419,0.119545,0.079444,0.05221,0.2365915,0.0456535
2340,0.9317,0.95667,4.587044,13.44774,0,16.210196,0,0.2666435,0.043557,0.553821,0.086528,0.285421,0.469118,0.357054,0.263171,0.465786,0.482003,0.407197,0.502236,0.440046,0.429581,0.437642,0.47106,0.526749,0.440954,0.418428,0.458018,0.452537,0.368602,0.47105,0.40949,0.278407,0.121793,0.078196,0.053722,0.2322335,0.0459135
2341,10.953676,0.338337,11.809132,81.6709805,0.70861,28.780958,0,0.262445,0.0440925,0.552324,0.085938,0.286726,0.470537,0.357141,0.264677,0.464964,0.481379,0.40505,0.502862,0.437918,0.43001,0.43772,0.471981,0.528762,0.439218,0.418583,0.458694,0.450066,0.367502,0.470753,0.410964,0.278396,0.123891,0.076775,0.055601,0.2279405,0.046395
2342,7.460103,0.065743,5.860649,20.2605635,6.841076,12.146401,0,0.258441,0.0433665,0.551584,0.085546,0.287706,0.46807,0.356684,0.264804,0.464688,0.481243,0.405838,0.502331,0.436405,0.431787,0.436677,0.471465,0.527819,0.44032,0.418724,0.459819,0.449486,0.368577,0.469054,0.410985,0.277537,0.122013,0.078316,0.057488,0.2263355,0.0466655
2343,5.520621,0.005836,3.640533,7.3914515,5.811092,8.016249,0,0.254236,0.0429685,0.550918,0.085067,0.28878,0.465124,0.355535,0.264191,0.46423,0.481341,0.406928,0.502102,0.435376,0.432992,0.435488,0.471078,0.52668,0.442092,0.418827,0.461336,0.449363,0.369968,0.467616,0.410389,0.276843,0.119505,0.080521,0.059334,0.224778,0.0468555
2344,9.931251,1.121145,4.323524,8.465343,10.521625,16.466032,0,0.250946,0.0442,0.54922,0.084949,0.287523,0.4659,0.355929,0.264168,0.462348,0.480052,0.407411,0.499903,0.435791,0.434232,0.437154,0.473396,0.526453,0.446655,0.421428,0.460307,0.45098,0.370331,0.468646,0.409341,0.277074,0.1183,0.079318,0.059805,0.222043,0.046181
2345,55.322258,12.185203,19.703951,30.558815,60.302883,102.961151,0,0.2477265,0.045277,0.547468,0.08505,0.285751,0.467461,0.356799,0.264914,0.460424,0.478495,0.408231,0.497698,0.436386,0.436184,0.439903,0.476002,0.526193,0.451452,0.425068,0.45873,0.452899,0.370579,0.47048,0.408408,0.277779,0.117507,0.077703,0.06076,0.21923,0.045295
2346,0,0,0,0,0,0,0,0.2448045,0.045375,0.548077,0.086374,0.284182,0.466552,0.355942,0.266003,0.459999,0.477809,0.409194,0.497184,0.434678,0.436826,0.44157,0.475921,0.524974,0.44877,0.425575,0.458082,0.454641,0.369688,0.471075,0.407524,0.279126,0.120475,0.076522,0.05908,0.217706,0.045815
2347,0,0,0,0,0,0,0,0.2418975,0.0450265,0.549202,0.087542,0.283172,0.465063,0.355313,0.266702,0.459739,0.477272,0.410149,0.49682,0.432963,0.437248,0.44311,0.475259,0.524027,0.445313,0.42535,0.458071,0.456353,0.368951,0.471369,0.407189,0.280402,0.124146,0.075116,0.056633,0.216456,0.046788
2348,1.71633,1.665286,1.124075,2.186158,1.779981,1.530259,0.931218,0.242299,0.044879,0.549876,0.085901,0.283601,0.462299,0.353407,0.266162,0.463493,0.479934,0.411666,0.497658,0.433507,0.437958,0.443053,0.477899,0.524576,0.444712,0.424199,0.459585,0.456791,0.369975,0.474602,0.410741,0.280687,0.124239,0.074103,0.05457,0.213992,0.0463665
2349,0.283362,0.586496,0.302464,1.0486645,0.572846,0.224061,0.832356,0.2434205,0.0451095,0.550194,0.083324,0.284271,0.459263,0.350882,0.265405,0.468047,0.483409,0.413171,0.498471,0.434228,0.438723,0.442774,0.481009,0.525023,0.444638,0.422695,0.461068,0.456876,0.371195,0.47793,0.414977,0.280847,0.123439,0.073917,0.052568,0.2112755,0.04568
2350,0.391213,0.531265,0.531526,0.913157,0.335881,0.153083,0.764582,0.246459,0.0454815,0.549968,0.080638,0.284874,0.462602,0.351083,0.266184,0.46853,0.484692,0.413263,0.501988,0.437453,0.438149,0.443311,0.482319,0.526646,0.446304,0.422446,0.460053,0.455726,0.373998,0.478051,0.415939,0.280583,0.122369,0.076665,0.052193,0.2118965,0.047502
2351,0.819155,0.636954,0.918762,0.9494395,0.091195,0.093821,0.867353,0.249926,0.045975,0.549399,0.078266,0.285311,0.467335,0.352581,0.267938,0.468254,0.485447,0.412662,0.506357,0.441022,0.437092,0.44366,0.483599,0.528741,0.447964,0.422071,0.458863,0.454646,0.377091,0.477638,0.415426,0.279665,0.121092,0.079875,0.051719,0.2132635,0.049999
2352,2.149474,0.863099,2.156829,1.9963125,0.152471,0.24607,0.977378,0.2500955,0.045301,0.549318,0.078405,0.287923,0.471191,0.35439,0.267877,0.470001,0.486984,0.413892,0.508459,0.443968,0.439295,0.444484,0.484649,0.530463,0.448891,0.424558,0.460174,0.455043,0.377485,0.478536,0.415391,0.280028,0.121715,0.079124,0.0511,0.2154915,0.050289
2353,11.783186,2.522599,11.766541,10.3406785,1.269329,1.523098,0.981246,0.2496195,0.04396,0.549471,0.079348,0.29053,0.474549,0.355187,0.266955,0.471894,0.488641,0.415708,0.509731,0.447035,0.442261,0.445371,0.485287,0.532023,0.44965,0.428017,0.461943,0.455235,0.377425,0.480179,0.415428,0.280962,0.123147,0.076789,0.050461,0.218152,0.049989
2354,9.868921,1.899025,6.011416,10.0183945,1.299639,4.934968,0.541867,0.253395,0.044803,0.550172,0.079744,0.292422,0.475755,0.353374,0.267528,0.471582,0.489274,0.415628,0.50885,0.448562,0.44453,0.447543,0.48667,0.531663,0.449764,0.429287,0.4623,0.456121,0.377644,0.481474,0.41555,0.280855,0.12068,0.076025,0.052317,0.2223205,0.0496115
2355,3.96517,0.828103,0.283449,5.2540055,0.787806,4.212235,0.640945,0.2582375,0.0462195,0.551086,0.080133,0.295085,0.477334,0.351194,0.26857,0.471731,0.489782,0.415684,0.507686,0.4497,0.446815,0.450302,0.488789,0.53088,0.450447,0.430536,0.462471,0.457135,0.377683,0.48273,0.416483,0.280694,0.11723,0.075883,0.055484,0.2268575,0.048926
2356,2.750551,2.640395,0,5.629984,0.670638,3.461788,0.567839,0.262086,0.047045,0.552247,0.081907,0.294811,0.478243,0.351886,0.270248,0.472407,0.490815,0.417348,0.50767,0.447905,0.446393,0.451797,0.488951,0.53195,0.449107,0.433186,0.463912,0.457665,0.377405,0.483823,0.416834,0.279129,0.117849,0.077398,0.057221,0.231321,0.04861
2357,0.720602,5.007355,0,5.2397335,0.18097,1.999904,0.15323,0.2652375,0.0480155,0.553446,0.083745,0.292949,0.478629,0.353514,0.271592,0.472128,0.491815,0.41893,0.507606,0.44501,0.444994,0.452349,0.488003,0.533355,0.446787,0.435742,0.465017,0.458348,0.377072,0.484167,0.416701,0.276996,0.119564,0.079562,0.057854,0.23528,0.0485355
2358,1.006562,4.994429,0,5.059999,0,1.335111,0,0.2671165,0.0478015,0.553502,0.08539,0.294912,0.480204,0.355618,0.27204,0.474379,0.492866,0.420665,0.508997,0.447128,0.446481,0.453605,0.489842,0.535052,0.447716,0.439776,0.46843,0.461263,0.378649,0.486125,0.419416,0.279118,0.121781,0.080238,0.059649,0.2363635,0.0489095
2359,9.093895,8.066402,0,11.049874,0,0.616066,0,0.268803,0.0469565,0.5534,0.086597,0.297805,0.481928,0.358277,0.27282,0.477907,0.494094,0.422611,0.511181,0.450874,0.449232,0.455265,0.492919,0.537199,0.449821,0.444492,0.472527,0.465325,0.380863,0.489258,0.423232,0.282567,0.124168,0.080317,0.061967,0.2370475,0.049654
2360,0,0,0,0,0,0,0,0.2713595,0.0464775,0.553894,0.088321,0.300398,0.485046,0.362728,0.273348,0.47941,0.497923,0.425875,0.513728,0.453804,0.449591,0.454844,0.49704,0.540275,0.451883,0.444649,0.474718,0.467564,0.383929,0.489553,0.427013,0.285013,0.122804,0.078442,0.061456,0.2380095,0.0492915
2361,0,0,0,0,0,0,0,0.274494,0.046573,0.554378,0.090956,0.303186,0.488622,0.368128,0.273568,0.480575,0.502047,0.429627,0.517224,0.456744,0.449361,0.454155,0.501198,0.543359,0.453693,0.442895,0.476867,0.469454,0.38707,0.488339,0.430624,0.287737,0.119863,0.075805,0.060297,0.2388205,0.048179
2362,0,0,0,0,0,0,0,0.274116,0.04516,0.555742,0.089916,0.303538,0.48905,0.368699,0.272603,0.481055,0.500748,0.430551,0.518048,0.457595,0.451747,0.45384,0.499236,0.543211,0.455887,0.441917,0.476035,0.468896,0.385407,0.486462,0.430436,0.289327,0.119513,0.074148,0.056412,0.2391875,0.047246
2363,0,0,0,0,0,0,0,0.272607,0.0427615,0.558364,0.087566,0.303857,0.48869,0.366903,0.271263,0.480488,0.498135,0.43057,0.51685,0.457303,0.454912,0.453293,0.495586,0.542112,0.458063,0.441481,0.473987,0.467115,0.382331,0.485057,0.428949,0.289962,0.120333,0.072969,0.051718,0.2394295,0.0463965
2364,4.696045,4.37494,8.536552,4.729552,0,4.717224,0,0.271995,0.0423465,0.561917,0.08621,0.302557,0.48893,0.366723,0.269817,0.481764,0.498106,0.431282,0.518751,0.457831,0.457218,0.455769,0.496857,0.543714,0.460822,0.442115,0.476632,0.467088,0.38351,0.487409,0.429339,0.291142,0.122053,0.073453,0.05168,0.2401285,0.0458145
2365,0.547886,2.473532,3.312748,3.1604725,0,0.956826,0,0.2716205,0.042992,0.565284,0.085014,0.299589,0.488753,0.366781,0.268311,0.484098,0.498849,0.432022,0.521846,0.459058,0.458642,0.459446,0.499871,0.546641,0.463608,0.44301,0.480914,0.467569,0.386648,0.490508,0.429885,0.292361,0.124143,0.074541,0.053493,0.2407815,0.045726
2366,0.796231,1.638882,1.930951,2.3417855,0.732605,0.381012,0,0.2734465,0.044234,0.565579,0.085725,0.299918,0.48898,0.366086,0.269938,0.486668,0.50143,0.4334,0.523537,0.458572,0.459343,0.462068,0.500202,0.550147,0.465673,0.444594,0.482519,0.468238,0.387828,0.494942,0.430892,0.292435,0.12493,0.074844,0.056132,0.2406975,0.046041
2367,1.696958,0.74298,0.517102,1.594779,1.561356,0.058945,0,0.2759835,0.0454975,0.564398,0.086738,0.301962,0.49005,0.365779,0.272949,0.489831,0.505107,0.435317,0.525414,0.45741,0.460074,0.464361,0.499649,0.553881,0.468283,0.44667,0.483733,0.469132,0.387827,0.500385,0.432617,0.292146,0.125087,0.074592,0.058382,0.240687,0.0463895
2368,2.822317,1.29824,0.145599,2.3422495,4.898098,1.025428,0,0.274728,0.0449645,0.562259,0.087776,0.304137,0.495557,0.366576,0.274642,0.492723,0.50784,0.435193,0.527079,0.458408,0.460028,0.466721,0.499812,0.556134,0.468659,0.449199,0.482547,0.473193,0.387863,0.503858,0.432636,0.292657,0.1235,0.076275,0.058308,0.240194,0.046764
2369,16.769522,10.796625,0.24847,13.2284315,44.805336,16.199987,0,0.271918,0.043787,0.559504,0.089488,0.306647,0.502377,0.36745,0.27531,0.495056,0.509845,0.433912,0.528084,0.460391,0.459687,0.469335,0.499855,0.556897,0.467746,0.451932,0.47931,0.47795,0.388118,0.506022,0.432067,0.293767,0.12144,0.07912,0.057174,0.239741,0.046705
2370,6.26228,1.767426,0,1.9391875,5.363658,3.514958,0,0.272129,0.043003,0.561737,0.088912,0.30727,0.504385,0.368969,0.275419,0.498046,0.511391,0.435495,0.530366,0.462983,0.460989,0.469224,0.500674,0.556452,0.467767,0.452504,0.480815,0.481087,0.387577,0.504296,0.433117,0.293672,0.121584,0.078786,0.056499,0.240886,0.0476105
2371,4.085503,0.655327,0,0.568568,0.821172,1.262495,0,0.2737555,0.0421435,0.565918,0.087096,0.306831,0.504567,0.370533,0.276095,0.501441,0.512932,0.438592,0.533298,0.465871,0.462925,0.468306,0.501982,0.555988,0.467998,0.452155,0.48534,0.483809,0.386266,0.501163,0.43553,0.292748,0.122565,0.076864,0.056758,0.242267,0.049297
2372,3.195765,1.418204,0.144991,0.386421,0.427875,0.547195,0,0.2740985,0.042631,0.567468,0.086981,0.306335,0.50405,0.370854,0.277515,0.50122,0.514805,0.439796,0.534251,0.467552,0.465213,0.469952,0.504045,0.555698,0.468684,0.453102,0.487174,0.484575,0.387311,0.501418,0.439678,0.291972,0.121692,0.076651,0.05746,0.241213,0.049599
2373,2.577744,2.554278,0.328628,0.3358165,0.367909,0.098686,0,0.273867,0.0441045,0.568472,0.087441,0.305695,0.503627,0.371163,0.278941,0.499137,0.516864,0.440113,0.534481,0.468331,0.467384,0.471767,0.505959,0.555758,0.469374,0.454447,0.48722,0.484919,0.389587,0.503178,0.443263,0.291404,0.119799,0.077506,0.057896,0.2394925,0.0493435
2374,1.964982,2.199665,0.999298,0.5864605,0.229046,0,0,0.2739785,0.0445795,0.568383,0.089026,0.307276,0.50438,0.37301,0.28058,0.498822,0.51719,0.439149,0.536186,0.468552,0.467844,0.472107,0.507794,0.556222,0.470847,0.45716,0.488587,0.48607,0.391484,0.50436,0.444216,0.292853,0.121015,0.075093,0.058031,0.2383045,0.048792
2375,1.256302,1.484111,1.676865,0.9263475,0.061341,0,0,0.2740265,0.044419,0.567585,0.091243,0.310179,0.505545,0.375053,0.282568,0.499511,0.516308,0.437312,0.538713,0.468761,0.467814,0.472259,0.510527,0.556797,0.473175,0.460913,0.490956,0.487015,0.393001,0.505917,0.444915,0.295188,0.123762,0.07106,0.058425,0.2368015,0.048182
2376,1.590508,1.253372,2.059201,1.313616,0,0,0.364456,0.2727445,0.0450515,0.569757,0.090349,0.311089,0.506734,0.376141,0.284851,0.499406,0.51715,0.437148,0.539655,0.471537,0.46825,0.4749,0.510952,0.561669,0.475808,0.461896,0.492867,0.486327,0.392966,0.507429,0.444113,0.296441,0.123747,0.072465,0.057095,0.2359255,0.049324
2377,6.455896,1.582286,4.948894,3.983338,0,0,2.847353,0.2709115,0.046152,0.574138,0.08809,0.310874,0.507521,0.377206,0.286894,0.499097,0.519163,0.438209,0.539322,0.475426,0.469348,0.478678,0.510194,0.568845,0.478793,0.461458,0.494522,0.484975,0.392636,0.508708,0.442032,0.297414,0.122503,0.076679,0.05495,0.2357915,0.0511025
2378,0,0,0,0,0,0,0,0.27,0.0456145,0.578774,0.087697,0.311295,0.508584,0.375224,0.289273,0.499172,0.520052,0.440827,0.539436,0.475049,0.470271,0.479123,0.511842,0.572876,0.478356,0.46012,0.496074,0.484483,0.394452,0.508904,0.441499,0.297949,0.121445,0.077777,0.05473,0.235853,0.050052
2379,0,0,0,0,0,0,0,0.2694975,0.0442765,0.582747,0.08848,0.312094,0.510036,0.371859,0.29184,0.498945,0.520077,0.44417,0.539789,0.472843,0.470868,0.47838,0.514056,0.574786,0.475928,0.45787,0.497233,0.484285,0.39735,0.507698,0.441261,0.297895,0.120075,0.077157,0.055025,0.235651,0.047876
2380,0,0,0,0,0,0,0,0.268579,0.0444005,0.58267,0.088816,0.31218,0.508942,0.372202,0.291749,0.501248,0.520837,0.446979,0.540574,0.477236,0.471918,0.477765,0.515798,0.575313,0.474947,0.457376,0.499196,0.486163,0.400344,0.507902,0.443033,0.298027,0.120389,0.078251,0.05578,0.2342235,0.047483
2381,0,0,0,0,0,0,0,0.2675485,0.0450755,0.580116,0.088623,0.312211,0.506556,0.374506,0.290205,0.505261,0.522032,0.44937,0.542025,0.484544,0.472961,0.476226,0.517775,0.574974,0.474149,0.458243,0.501663,0.489813,0.40327,0.509354,0.446561,0.298304,0.121952,0.079492,0.056957,0.2324735,0.04773
2382,1.931114,1.219928,0.623232,0.664328,1.716993,0.179651,0.202886,0.2659,0.044553,0.575831,0.088826,0.312162,0.502855,0.37491,0.286559,0.503806,0.522166,0.446216,0.540181,0.485678,0.470858,0.475457,0.515673,0.572018,0.471982,0.455838,0.500136,0.49031,0.401583,0.508755,0.446829,0.297924,0.121868,0.080425,0.057885,0.2322955,0.0474825
2383,0.92575,1.262451,0.100096,0.316716,1.334648,0.209874,0.223947,0.2637215,0.043586,0.571441,0.08914,0.311415,0.498575,0.374118,0.281792,0.499244,0.522445,0.440205,0.536485,0.48366,0.467221,0.475659,0.510943,0.568212,0.469964,0.451754,0.49657,0.488852,0.397515,0.507454,0.445272,0.297629,0.121242,0.081406,0.058732,0.232928,0.046884
2384,1.161232,1.601226,0.048799,0.7741645,1.101451,0.318979,0.204376,0.2628895,0.0443305,0.571473,0.088209,0.309687,0.499418,0.373495,0.279339,0.498825,0.521747,0.436851,0.534043,0.480407,0.464815,0.475914,0.510187,0.564983,0.472692,0.45358,0.493816,0.488559,0.394954,0.508215,0.44622,0.298122,0.120371,0.07957,0.059106,0.23156,0.0460565
